id,motu,analysis,voucher,sequence,la_motu,blasting_family,blasting_subfamily,blasting_genus,percentage,bin,notes_on_host,notes,updated,error message
1801,MOTU0075,All_inga_trimmed_21bp,Nh_1904,Nh_1904_coi,,Gracillaridae,,Eucosmophora,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0075""}"
1802,MOTU0287,All_inga_trimmed_21bp,Nh_1905,Nh_1905_coi,,Geometridae,Ennominae,,96,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3403,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0287""}"
1803,MOTU0139,All_inga_trimmed_21bp,Nh_1906,Nh_1906_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0139""}"
1804,MOTU0331,All_inga_trimmed_21bp,Nh_1907,Nh_1907_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0331""}"
1805,MOTU0032,All_inga_trimmed_21bp,Nh_1911,Nh_1911_coi,,Crambidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
1806,MOTU0267,All_inga_trimmed_21bp,Nh_1912,Nh_1912_coi,,Crambidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0267""}"
1807,MOTU0184,All_inga_trimmed_21bp,Nh_194,Nh_194_coi,,Elachistidae,Stenomatinae,,93,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0222,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0184""}"
1808,MOTU0029,All_inga_trimmed_21bp,Nh_196,Nh_196_coi,,Erebidae,Erebinae,Coenipeta aniloba,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0029""}"
1809,MOTU0104,All_inga_trimmed_21bp,Nh_204,Nh_204_coi,,Gelechiidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0104""}"
1810,MOTU0070,All_inga_trimmed_21bp,Nh_209,Nh_209_coi,,Geometridae,Ennominae,Pero,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0070""}"
1811,MOTU0073,All_inga_trimmed_21bp,Nh_211,Nh_211_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0073""}"
1812,MOTU0073,All_inga_trimmed_21bp,Nh_212,Nh_212_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0073""}"
1813,MOTU0052,All_inga_trimmed_21bp,Nh_213,Nh_213_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1814,MOTU0223,All_inga_trimmed_21bp,Nh_214,Nh_214_coi,,Pieridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0223""}"
1815,MOTU0349,All_inga_trimmed_21bp,Nh_215,Nh_215_coi,,Limacodidae,,,94,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC2801,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0349""}"
1816,MOTU0168,All_inga_trimmed_21bp,Nh_216,Nh_216_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0168""}"
1817,MOTU0012,All_inga_trimmed_21bp,Nh_217,Nh_217_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
1818,MOTU0302,All_inga_trimmed_21bp,Nh_218,Nh_218_coi,,Hesperiidae,Pyrginae,,96,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA6620,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0302""}"
1819,MOTU0029,All_inga_trimmed_21bp,Nh_225,Nh_225_coi,,Erebidae,Erebinae,Coenipeta aniloba,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0029""}"
1820,MOTU0052,All_inga_trimmed_21bp,Nh_226,Nh_226_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1821,MOTU0052,All_inga_trimmed_21bp,Nh_227,Nh_227_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1822,MOTU0302,All_inga_trimmed_21bp,Nh_228,Nh_228_coi,,Hesperiidae,Pyrginae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0302""}"
1823,MOTU0302,All_inga_trimmed_21bp,Nh_229,Nh_229_coi,,Hesperiidae,Pyrginae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0302""}"
1824,MOTU0025,All_inga_trimmed_21bp,Nh_236,Nh_236_coi,,Erebidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0025""}"
1825,MOTU0073,All_inga_trimmed_21bp,Nh_237,Nh_237_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0073""}"
1826,MOTU0150,All_inga_trimmed_21bp,Nh_239,Nh_239_coi,,Erebidae,Carpinae,Ypsora selenodes,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0150""}"
1827,MOTU0110,All_inga_trimmed_21bp,Nh_240,Nh_240_coi,,Lycaenidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0110""}"
1828,MOTU0029,All_inga_trimmed_21bp,Nh_241,Nh_241_coi,,Erebidae,Erebinae,Coenipeta aniloba,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0029""}"
1829,MOTU0025,All_inga_trimmed_21bp,Nh_242,Nh_242_coi,,Erebidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0025""}"
1830,MOTU0005,All_inga_trimmed_21bp,Nh_245,Nh_245_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0005""}"
1831,MOTU0010,All_inga_trimmed_21bp,Nh_253,Nh_253_coi,,Notodontidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0010""}"
1832,MOTU0049,All_inga_trimmed_21bp,Nh_254,Nh_254_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0049""}"
1833,MOTU0047,All_inga_trimmed_21bp,Nh_255,Nh_255_coi,,Riodinidae,Riodininae,,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB4333,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0047""}"
1834,MOTU0168,All_inga_trimmed_21bp,Nh_256,Nh_256_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0168""}"
1835,MOTU0150,All_inga_trimmed_21bp,Nh_260,Nh_260_coi,,Erebidae,Carpinae,Ypsora selenodes,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0150""}"
1836,MOTU0021,All_inga_trimmed_21bp,Nh_288,Nh_288_coi,,Geometridae,Ennominae,Prochoerodes tetragonata,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB6010,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0021""}"
1837,MOTU0193,All_inga_trimmed_21bp,Nh_289,Nh_289_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1838,MOTU0073,All_inga_trimmed_21bp,Nh_291,Nh_291_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0073""}"
1839,MOTU0193,All_inga_trimmed_21bp,Nh_294,Nh_294_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1840,MOTU0168,All_inga_trimmed_21bp,Nh_297,Nh_297_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0168""}"
1841,MOTU0084,All_inga_trimmed_21bp,Nh_310,Nh_310_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0084""}"
1842,MOTU0052,All_inga_trimmed_21bp,Nh_312,Nh_312_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1843,MOTU0302,All_inga_trimmed_21bp,Nh_323,Nh_323_coi,,Hesperiidae,Pyrginae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0302""}"
1844,MOTU0267,All_inga_trimmed_21bp,Nh_325,Nh_325_coi,,Crambidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0267""}"
1845,MOTU0124,All_inga_trimmed_21bp,Nh_327,Nh_327_coi,,Lycaenidae,Techlinae,,95,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAO1843,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0124""}"
1846,MOTU0248,All_inga_trimmed_21bp,Nh_337,Nh_337_coi,,Erebidae,Erebinae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0248""}"
1847,MOTU0373,All_inga_trimmed_21bp,Nh_338,Nh_338_coi,,Erebidae,Arctiinae,Lophocampa,98,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA6866,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0373""}"
1848,MOTU0302,All_inga_trimmed_21bp,Nh_339,Nh_339_coi,,?,?,,0,contamination (picture is from a lycaenidae),,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0302""}"
1849,MOTU0078,All_inga_trimmed_21bp,Nh_340,Nh_340_coi,,Geometridae,Ennominae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0078""}"
1850,MOTU0371,All_inga_trimmed_21bp,Nh_341,Nh_341_coi,,Megalopygidea,,,90,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAX3293,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0371""}"
1851,MOTU0193,All_inga_trimmed_21bp,Nh_342,Nh_342_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1852,MOTU0139,All_inga_trimmed_21bp,Nh_343,Nh_343_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0139""}"
1853,MOTU0012,All_inga_trimmed_21bp,Nh_352,Nh_352_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
1854,MOTU0060,All_inga_trimmed_21bp,Nh_353,Nh_353_coi,,Riodinidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0060""}"
1855,MOTU0073,All_inga_trimmed_21bp,Nh_354,Nh_354_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0073""}"
1856,MOTU0047,All_inga_trimmed_21bp,Nh_356,Nh_356_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0047""}"
1857,MOTU0237,All_inga_trimmed_21bp,Nh_357,Nh_357_coi,,Stathmopodidae,,,91,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAJ2601,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0237""}"
1858,MOTU0193,All_inga_trimmed_21bp,Nh_358,Nh_358_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1859,MOTU0254,All_inga_trimmed_21bp,Nh_359,Nh_359_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0254""}"
1860,MOTU0149,All_inga_trimmed_21bp,Nh_360,Nh_360_coi,,Geometridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0149""}"
1861,MOTU0223,All_inga_trimmed_21bp,Nh_361,Nh_361_coi,,Pieridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0223""}"
1862,MOTU0052,All_inga_trimmed_21bp,Nh_362,Nh_362_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1863,MOTU0193,All_inga_trimmed_21bp,Nh_363,Nh_363_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1864,MOTU0193,All_inga_trimmed_21bp,Nh_364,Nh_364_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0193""}"
1865,MOTU0356,All_inga_trimmed_21bp,Nh_366,Nh_366_coi,,Crambidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0356""}"
1866,MOTU0168,All_inga_trimmed_21bp,Nh_369,Nh_369_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0168""}"
1867,MOTU0150,All_inga_trimmed_21bp,Nh_370,Nh_370_coi,,Erebidae,Carpinae,Ypsora selenodes,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0150""}"
1868,MOTU0150,All_inga_trimmed_21bp,Nh_371,Nh_371_coi,,Erebidae,Carpinae,Ypsora selenodes,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0150""}"
1869,MOTU0052,All_inga_trimmed_21bp,Nh_372,Nh_372_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1870,MOTU0248,All_inga_trimmed_21bp,Nh_389,Nh_389_coi,,Erebidae,Erebinae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0248""}"
1871,MOTU0248,All_inga_trimmed_21bp,Nh_390,Nh_390_coi,,Erebidae,Erebinae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0248""}"
1872,MOTU0084,All_inga_trimmed_21bp,Nh_393,Nh_393_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0084""}"
1873,MOTU0084,All_inga_trimmed_21bp,Nh_394,Nh_394_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0084""}"
1874,MOTU0063,All_inga_trimmed_21bp,Nh_395,Nh_395_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0063""}"
1875,MOTU0168,All_inga_trimmed_21bp,Nh_396,Nh_396_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0168""}"
1876,MOTU0124,All_inga_trimmed_21bp,Nh_406,Nh_406_coi,,Lycaenidae,Techlinae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0124""}"
1877,MOTU0084,All_inga_trimmed_21bp,Nh_407,Nh_407_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0084""}"
1878,MOTU0073,All_inga_trimmed_21bp,Nh_408,Nh_408_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0073""}"
1879,MOTU0168,All_inga_trimmed_21bp,Nh_411,Nh_411_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0168""}"
1880,MOTU0084,All_inga_trimmed_21bp,Nh_417,Nh_417_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0084""}"
1881,MOTU0052,All_inga_trimmed_21bp,Nh_418,Nh_418_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1882,MOTU0049,All_inga_trimmed_21bp,Nh_419,Nh_419_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0049""}"
1883,MOTU0305,All_inga_trimmed_21bp,Nh_437,Nh_437_coi,,Geometridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0305""}"
1884,MOTU0052,All_inga_trimmed_21bp,Nh_438,Nh_438_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1885,MOTU0025,All_inga_trimmed_21bp,Nh_440,Nh_440_coi,,Erebidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0025""}"
1886,MOTU0075,All_inga_trimmed_21bp,Nh_442,Nh_442_coi,,Gracillaridae,,Eucosmophora,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0075""}"
1887,MOTU0157,All_inga_trimmed_21bp,Nh_449,Nh_449_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0157""}"
1888,MOTU0157,All_inga_trimmed_21bp,Nh_450,Nh_450_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0157""}"
1889,MOTU0073,All_inga_trimmed_21bp,Nh_452,Nh_452_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0073""}"
1890,MOTU0157,All_inga_trimmed_21bp,Nh_472,Nh_472_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0157""}"
1891,MOTU0025,All_inga_trimmed_21bp,Nh_473,Nh_473_coi,,Erebidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0025""}"
1892,MOTU0124,All_inga_trimmed_21bp,Nh_477,Nh_477_coi,,Lycaenidae,Techlinae,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0124""}"
1893,MOTU0267,All_inga_trimmed_21bp,Nh_486,Nh_486_coi,,Crambidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0267""}"
1894,MOTU0267,All_inga_trimmed_21bp,Nh_487,Nh_487_coi,,Crambidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0267""}"
1895,MOTU0267,All_inga_trimmed_21bp,Nh_488,Nh_488_coi,,Crambidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0267""}"
1896,MOTU0341,All_inga_trimmed_21bp,Nh_489,Nh_489_coi,,Notodontidae,,,92,http://www.ncbi.nlm.nih.gov/nucleotide/379765752?report=genbank&log$=nucltop&blast_rank=1&RID=S15B38XP016,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0341""}"
1897,MOTU0205,All_inga_trimmed_21bp,Nh_490,Nh_490_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0205""}"
1898,MOTU0267,All_inga_trimmed_21bp,Nh_491,Nh_491_coi,,Crambidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0267""}"
1899,MOTU0267,All_inga_trimmed_21bp,Nh_492,Nh_492_coi,,Crambidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0267""}"
1900,MOTU0035,All_inga_trimmed_21bp,Nh_493,Nh_493_coi,,Hesperiidae,Eudaminae,Telemiades,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0035""}"
1901,MOTU0063,All_inga_trimmed_21bp,Nh_494,Nh_494_coi,,Gracillaridae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0063""}"
1902,MOTU0327,All_inga_trimmed_21bp,Nh_500,Nh_500_coi,,Geometridae,Ennominae,,95,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN7104,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0327""}"
1903,MOTU0351,All_inga_trimmed_21bp,Nh_501,Nh_501_coi,,Erebidae,Erebinae,Kakopoda Poole03,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0351""}"
1904,MOTU0060,All_inga_trimmed_21bp,Nh_502,Nh_502_coi,,Riodinidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0060""}"
1905,MOTU0203,All_inga_trimmed_21bp,Nh_503,Nh_503_coi,,Noctuidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0203""}"
1906,MOTU0317,All_inga_trimmed_21bp,Nh_506,Nh_506_coi,,Geometridae,Ennominae,Pero,100,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAU5224,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0317""}"
1907,MOTU0052,All_inga_trimmed_21bp,Nh_508,Nh_508_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1908,MOTU0052,All_inga_trimmed_21bp,Nh_509,Nh_509_coi,,Hesperiidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
1909,MOTU0205,All_inga_trimmed_21bp,Nh_854,Nh_854_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0205""}"
1910,MOTU0120,All_inga_trimmed_21bp,Nh_855,Nh_855_coi,,Geometridae,Sterrhinae,Acratodes,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0120""}"
1911,MOTU0005,All_inga_trimmed_21bp,Nh_857,Nh_857_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0005""}"
1912,MOTU0030,All_inga_trimmed_21bp,Nh_861,Nh_861_coi,,Crambidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0030""}"
1913,MOTU0207,All_inga_trimmed_21bp,Nh_862,Nh_862_coi,,Tortricidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0207""}"
1914,MOTU0032,All_inga_trimmed_21bp,Nh_863,Nh_863_coi,,Crambidae,,,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
1915,MOTU0142,All_inga_trimmed_21bp,Nh_864,Nh_864_coi,,Pieridae,Dismorphiinae,Dismorphia praxinoeDHJ03,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0142""}"
1916,MOTU0073,All_inga_trimmed_21bp,Nh_868,Nh_868_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0073""}"
1917,MOTU0285,All_inga_trimmed_21bp,Nh_875,Nh_875_coi,,Elachistidae,Stenomatinae,,95,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA1171,,,2015-07-15 16:17:08+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0285""}"
