id,year,month,day,plant_field,orig_id,species_code,evm,exp_min,exp_max,field_efn,field_ants,ants_efn,ant_collection_field,total_herb,a_herbivore_species_code,a_herbivores,b_herbivore_species_code,b_herbivores,c_herbivore_species_code,c_herbivores,d_herbivore_collection_field,d_herbivores,d_herbivores_total,d_family_field,e_herbivore_collection_field,e_herbivores,e_herbivores_total,e_family_field,f_herbivore_collection_field,f_herbivores,f_herbivores_total,f_family_field,g_herbivore_collection_field,g_herbivores,g_herbivores_total,g_family_field,h_herbivore_collection_field,h_herbivores,h_herbivores_total,h_family_field,i_herbivore_collection_field,i_herbivores,i_herbivores_total,i_family_field,j_herbivore_collection_field,j_herbivores,j_herbivores_total_observe,j_family_field,k_herbivore_collection_field,k_herbivores,k_herbivores_total_observe,k_family_field,l_herbivore_collection_field,l_herbivores,l_herbivores_total_observe,l_family_field,m_herbivore_collection_field,m_herbivores,m_herbivores_total_observe,m_family_field,n_herbivore_collection_field,n_herbivores,n_herbivores_total_observe,n_family_field,o_herbivore_collection_field,o_herbivores,o_herbivores_total_observe,o_family_field,p_herbivore_collection_field,p_herbivores,p_herbivores_total_observe,p_family_field,q_herbivore_collection_field,q_herbivores,q_herbivores_total_observe,q_family_field,r_herbivore_collection_field,r_herbivores,r_herbivores_total_observe,r_family_field,s_herbivore_collection_field,s_herbivores,s_herbivores_total_observe,s_family_field,t_herbivore_collection_field,t_herbivores,t_herbivores_total_observe,t_family_field,u_herbivore_collection_field,u_herbivores,u_herbivores_total_observe,u_family_field,v_herbivore_collection_field,v_herbivores,v_herbivores_total_observe,v_family_field,w_herbivore_collection_field,w_herbivores,w_herbivores_total_observe,w_family_field,x_herbivore_collection_field,x_herbivores,x_herbivores_total_observe,x_family_field,y_herbivore_collection_field,y_herbivores,y_herbivores_total_observe,y_family_field,z_herbivore_collection_field,z_herbivores,z_herbivores_total_observe,z_family_field,aa_herbivore_collection_field,aa_herbivores,aa_herbivores_total_observe,aa_family_field,ab_herbivore_collection_field,ab_herbivores,ab_herbivores_total_observe,ab_family_field,ac_herbivore_collection_field,ac_herbivores,ac_herbivores_total_observe,ac_family_field,ad_herbivore_collection_field,ad_herbivores,ad_herbivores_total_observe,ad_family_field,ae_herbivore_collection_field,ae_herbivores,ae_herbivores_total_observe,ae_family_field,af_herbivor_collection_field,af_herbivores_total_observe,af_family_field,af_herbivores,ag_herbivore_collection_field,ag_herbivores,ag_herbivores_total_observe,ag_family_field,ah_herbivore_collection_field,ah_herbivores,ah_herbivores_total_observe,ah_family_field,notes1,notes2,notes3,notes4,notes5,notes6,notes7,notes8,updated,error message
20259,2012,july,16,10553,25,N25,E,2,20,100,10,0.10000000,,2,,0,,0,,,Nh-916,2,0,n017,Nh-917,1,0,n057,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-916""}"
20262,2012,july,15,10556,36,N36,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-918,1,0,n086,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-918""}"
20263,2012,july,17,10557,25,N25,E,5,20,33,1,0.03000000,,1,,0,,0,,,Nh-919,1,0,n032,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-919""}"
20265,2012,july,17,10559,22,N22,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-920,1,0,BCI21,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-920""}"
20266,2012,july,17,10560,25,N25,E,10,,12,0,0E-8,,1,,0,,0,,,Nh-921,1,0,n040,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:15+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-921""}"
20268,2012,july,17,10562,22,N22,E,80,,6,0,0E-8,,1,,0,,0,,,Nh-922,1,0,n001,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-922""}"
20269,2012,july,17,10563,4,N4,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-923,1,0,n063,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-923""}"
20271,2012,july,17,10565,15,N15,E,80,,12,0,0E-8,,1,,0,,0,,,Nh-924,1,0,n072,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-924""}"
20272,2012,july,17,10566,4,N4,E,5,,4,0,0E-8,,1,,0,,0,,,Nh-927,1,0,n093,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,Not sure Nh-927 would eat young Inga,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-927""}"
20274,2012,july,17,10568,22,N22,E,95,,12,0,0E-8,,1,,0,,0,,,Nh-928,1,0,n058,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-928""}"
20275,2012,july,17,10569,38,N38,E,30,95,32,5,0.16000000,,1,,0,,0,,,Nh-929,1,0,n032,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-929""}"
20276,2012,july,17,10570,22,N22,E,50,,12,14,1.17000000,,1,,0,,0,,,Nh-930,1,0,n011,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-930""}"
20277,2012,july,17,10571,38,N38,E,80,,10,20,2.00000000,,3,n008,3,,0,,,Nh-931,1,0,n008,Nh-932,1,0,n043,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-931""}"
20278,2012,july,17,10572,38,N38,E,80,,30,16,0.53000000,,2,n008,2,,0,,,Nh-933,1,0,n098,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-933""}"
20279,2012,july,17,10573,4,N4,E,20,,4,0,0E-8,,1,,0,,0,,,Nh-934,1,0,n099,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-934""}"
20280,2012,july,17,10574,3,N3,E,95,,4,0,0E-8,Na-103,1,,0,,0,,,Nh-935,1,0,n031,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-935""}"
20281,2012,july,17,10575,20,N20,E,95,,12,0,0E-8,,1,,0,,0,,,Nh-936,1,0,n100,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-936""}"
20282,2012,july,17,10576,6,N6,E,10,50,30,8,0.27000000,,1,,0,,0,,,Nh-937,1,0,n005,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-937""}"
20284,2012,july,17,10578,20,N20,E,20,80,16,6,0.38000000,,3,n001,1,membracids,50,,,Nh-938,1,0,n001,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-938""}"
20285,2012,july,17,10579,4,N4,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-939,1,0,n101,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-939""}"
20286,2012,july,17,10580,14,N14,E,20,,6,10,1.67000000,,1,,0,,0,,,Nh-940,1,0,n005,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-940""}"
20287,2012,july,17,10581,22,N22,E,5,95,8,3,0.38000000,,1,,0,,0,,,Nh-941,2,0,n017,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-941""}"
20288,2012,july,17,10582,31,N31,E,95,,20,0,0E-8,,1,,0,,0,,,Nh-942,2,0,n017,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-942""}"
20290,2012,july,17,10584,31,N31,E,15,95,35,6,0.17000000,,1,,0,,0,,,Nh-943,2,0,n098,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:30:16+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-943""}"
20369,2012,july,11,10500,28,N28,E,40,,120,0,0E-8,,1,,0,,0,,,Nh-854,1,0,n057,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-854""}"
20370,2012,july,12,10501,6,N6,E,95,,4,0,0E-8,,2,n001,1,,0,,,Nh-855,1,0,BCI21,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-855""}"
20371,2012,july,12,10502,6,N6,E,10,80,200,15,0.08000000,,1,,0,,0,,,Nh-856,1,0,n005,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-856""}"
20372,2012,july,12,10503,6,N6,E,80,,30,1,0.03000000,,2,,0,,0,,,Nh-857,1,0,n057,Nh-858,1,0,n044,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-857""}"
20373,2012,july,12,10504,36,N36,E,25,,1,0,0E-8,,1,,0,,0,,,Nh-859,1,0,n006,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-859""}"
20374,2012,july,12,10505,3,N3,E,25,80,24,0,0E-8,,1,,0,,0,,,Nh-860,1,0,n083,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-860""}"
20375,2012,july,12,10506,21,N21,E,80,,40,0,0E-8,,2,,0,,0,,,Nh-861,1,0,n043,Nh-868,2,0,n032,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-861""}"
20376,2012,july,12,10507,27,N27,E,95,,4,0,0E-8,,1,,0,,0,,,Nh-862,3,0,n124,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,bored rachis,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-862""}"
20377,2012,july,12,10508,4,N4,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-863,1,0,n077,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-863""}"
20378,2012,july,12,10509,14,N14,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-864,1,0,n080,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-864""}"
20379,2012,july,12,10510,13,N13,E,80,,14,4,0.29000000,,2,,0,,0,,,Nh-865,1,0,n001,Nh-866,1,0,n001,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-865""}"
20380,2012,july,12,10511,21,N21,E,90,,24,1,0.04000000,,1,,0,,0,,,Nh-867,1,0,n084,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-867""}"
20383,2012,july,13,10514,38,N38,E,95,,45,2,0.04000000,,1,,0,,0,,,Nh-869,1,0,n087,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-869""}"
20384,2012,july,13,10515,38,N38,E,95,,20,20,1.00000000,,1,,0,,0,,,Nh-870,3,0,n008,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-870""}"
20385,2012,july,13,10516,38,N38,E,60,,10,6,0.60000000,,1,,0,,0,,,Nh-871,1,0,n008,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-871""}"
20387,2012,july,13,10518,38,N38,E,80,,4,9,2.25000000,,1,,0,,0,,,Nh-872,5,0,n001,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-872""}"
20388,2012,july,13,10519,38,N38,E,75,,8,11,1.38000000,,3,,0,,0,,,Nh-873,2,0,n083,Nh-874,1,0,n011,Nh-875,1,0,n088,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,Nh-873 were edge chewers,,,,,,,,2015-10-13 10:30:51+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-873""}"
20389,2012,july,13,10520,38,N38,E,90,,12,8,0.67000000,,1,,0,,0,,,Nh-876,3,0,n008,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-876""}"
20390,2012,july,13,10521,41,N41,E,90,,3,3,1.00000000,,1,,0,,0,,,Nh-877,1,0,n083,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:29+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-877""}"
